Country;Region;Subregion;Producer;Producer_Full;Producer_Notes;Title;Classification;Color;Grapes;Wine_Notes;Year;Alcohol;Maturity;Description;Pic_Name;Size;Price;Currency;Tax;Store;Store_Co;Store_Ci;Date
Italy;Tuscany;Maremma;Prelius;Prelius Vineyards;"In the hilly amphitheater of Tuscany's Maremma region, above an ancient coastal lake called Prelius, a vineyard organically farmed by the Stianti Mascheroni family flourishes. This vineyard, also called Prelius, is the first venture outside of Chianti Classico for the Stianti Mascheroni family, leaders in Tuscany's organic viticultural movement.MaremmaThe 21-hectare (52-acre) estate, purchased in 2007, is located in the municipality of Castiglione della Pescaia in the Grosseto region and is neighbored by the vineyards of Antinori and Bellavista.Grosseto lies in the central part of the Maremma region, south of Bolgheri and north of Lazio, in the westernmost part of Tuscany. A plain carved by centuries of rivers and floods, Maremma is bordered by the coastline of the Tyrrhenian Sea, which is part of the Mediterranean Sea. To the east is a low range of maritime hills covered with Mediterranean ""macchia,"" a mix of plants and trees that is often credited for lending wines of the area a distinctive flavor.Benefiting from the proximity to the sea, the Maremma has mild winters that rarely experience temperatures below freezing. Summer temperatures are relatively high during the day, but cool off in the evening due to breezes that flow from the sea to the hills. These breezes also help to keep humidity at bay. Rainfall primarily occurs in late autumn, winter and early spring.OrganicThe Stianti Mascheroni family is committed to organic farming at the Prelius estate. These efforts are aided by both nature and man. Mother Nature does her part by providing continual breezes throughout the day and night, which keep humidity at bay, preventing fungus and mold. Insect pests are controlled by an innovative natural technique referred to as sexual confusion, which is accomplished by releasing pheromones to confuse the males, who then cannot locate females and reproduce. And, all fertilization is achieved with organic manure.SiteA mere five kilometers (just over three miles) from the Tyrrhenian Sea, the Prelius vineyard sits on a cornice under the historic Castellaccio di Prile, one of the region's early protective fortresses. The vineyard elevation ranges from 37 to 52 meters (120 to 170 feet) with a slope just shy of 5 percent.The 12 hectares (29.7 acres) of vines on the estate were planted between 2001 and 2005 to Cabernet Sauvignon (6.35 hectares or 15.7 acres), Sangiovese (2 hectares or 5 acres), Vermentino (2.1 hectares or 5.1 acres), Merlot (1.05 hectares or 2.6 acres) and Cabernet Franc (0.5 hectare or 1.3 acres). The tightly spaced rows are approximately 4 feet apart with 3 feet between vines, resulting in 8,649 to 9,884 vines per hectare (3,500 to 4,000 vines per acre). Row orientation is northwest to southeast. The vines are trained using a modified Guyot system. A drip system provides irrigation from a reservoir on the estate.SoilThe reddish-orange alluvial soil on the Prelius estate, rich in sand and gravel, is the result of centuries of glacial melting, changing river directions, floods and high winds. These natural acts have delivered sandstone from the nearby maritime hills, which has mixed with the deep, loose sand of the coastline to create well-draining soil.PracticesDue to the tight spacing of the rows, all pruning is completed by hand. While pruning, the vineyard staff walks the vineyards pushing a steel lorry in which they burn clippings. Once burned, the ash is returned to the ground through small holes in the lorry, providing nutrients to the soil.Vermentino grapes and a small portion of red grapes, which will be used for the estate's signature blend, CastelPrile, are harvested by hand. The remaining red grapes are harvested using a Bobard tractor, which allows the grapes to be harvested quickly -- the heat of the Maremma can push a grape at its peak ripeness to overripe in a single day.CertificationPrelius practices organic farming certified by the EU.Zero ImpactTo offset CO2 emissions at the winery, Prelius works with LifeGate, a global organization which equalizes the CO2 emissions by replanting forests in Madagascar. Prelius received from LifeGate the ""Impatto Zero,"" or ""Zero Impact,"" certification which is recognized by the EU.FamilyPeople are always the foundation for any success story. So it's no surprise that what lends Prelius its strength is the Stianti Mascheroni family. Leaders in Tuscany's organic viticultural movement, the family revitalized the village of Volpaia in the heart of Chianti Classico near Radda in Chianti.An avid sailor, Carlo had long spent time on the coast of the Maremma and more recently began to search for a retirement home on its idyllic seashore. Instead, an offer to look at a property with a vineyard was proposed. The family arrived on a clear, sunny September day in 2005 and its fate was sealed. Two years later, Prelius was established.Three decades earlier, Giovannella and Carlo received Volpaia as a wedding gift from the bride's father. History repeated itself when Carlo and Giovannella Stianti Mascheroni presented Prelius to their daughter, Federica Mascheroni Stianti.With an arts education, Federica had pursued a career in a contemporary art gallery as a painting restorer (she has recently completed the restoration of the important Temper on panel at the Basilica di San Leonardo in Florence), but always remained close to the family's activities at Volpaia. In more recent years, she had begun to cultivate an interest in agricultural pursuits.Federica will manage the Prelius estate with the assistance of Lorenzo Regoli, vineyard manager and first resident winemaker at Castello di Volpaia since 2000. Consulting winemaker Riccardo Cotarella will bring technical innovation, new ideas, and suggestions during the final blending process to Prelius, as he has to Volpaia since 2001.WineThe Prelius estate makes three wines: Vermentino, Cabernet Sauvignon and CastelPrile.The Vermentino offers fresh pineapple and apple flavors with floral aromas. A late-ripening, aromatic white grape variety, Vermentino originated in Spain and flourishes in seaside conditions where a mix of sunshine and breezes result in balanced acidity with tropical fruit aromas and flavors.The Cabernet Sauvignon is a rich, yet elegant wine with beautiful tannins and a long, seamless finish. Intended for drinking young, it is aged for nine to 10 months in large French oak casks and then in the bottle for approximately three months.In 2010, Prelius will release its flagship wine, CastelPrile, a blend of Cabernet Franc and Cabernet Sauvignon.The LabelThe Prelius label reflects the fluid nature of a coastal lake which was once where the vineyards of the Maremma region in Tuscany are today. As the area has evolved, it has established itself as an excellent location for viticulture and winemaking. The Prelius vineyards are located on a hilltop along what was once the shore of the ancient lake, three kilometers (nearly two miles) from the Tyrrhenian Sea.The winery has received high-profile recognition for its contemporary label design, including a ""Gold Label"" award from Vinitaly's International Packaging Competition and a ""Red Dot"" award by the Design Zentrum Nordrhein Westfalen in Essen, Germany.";Cabernet Sauvignon;;red;;;2019;;;;Prelius Cabernet Sauvignon 2019.jpg;750;16.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Italy;Tuscany;Tuscany;Fanti;Tenuta Fanti;The Fanti Family has been producing wine and-extra virgin olive oil in Tuscany for nearly 200 years. In the 1970s, current owner Filippo first took over the Estate, marking a major turning point in its history. After redesigning and replanting across its 300 hectare property, an innovation-meets-tradition winemaking technique has resulted in extremely high-quality grape growing, all while avoiding any non-organic fertilizers. Eighty percent of the plantings in the vineyards are Sangiovese or Sangiovese Grosso, a focus that reinforces the family's commitment to the quality wine of the region and which is reflected in Fanti's highly rated Brunelli. Filippo's daughter Elisa joined the team in 2007 and has since been instrumental in reinforcing their position in the international market.When Filippo decided to reconfigure their 300 hectare property, he allocated 50 hectares to be grape vines, just half that of the olive grove. He apportioned other plots of the property to crops and woodlands in a layout that was designed to nurture the vineyards. With soil that is laden with limestone and clay, optimal daytime sun exposure and a nighttime thermal drop, the viniculture is carefully orchestrated to mirror the flavors and aromas of both the grape and the territory. The winery itself is partially built into a hill to reduce visual impact and protect the scenery.Inside the winery, Filippo himself has carefully selected everything, from the sorting table, stainless steel vats and pumpover system to a very high standard of barrel selection. As a result, Fanti continues to produce hallmark Southern Montalcino wines with the help of their surrounding terroir and passion for making approachable wines for new wine makers and seasoned pros alike.;Rosso Poggio Torto;;red;;;2018;;;;Fanti Rosso Poggio Torto 2018.jpg;750;13.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Italy;Tuscany;Tuscany;Le Calcinaie;Tenuta Le Calcinaie;"""Tenuta le Calcinaie is one of the breakout wineries of this report. The...Vernaccia-based wines presented all performed beautifully. I look forward to tasting more from this estate in the future."" – The Wine AdvocateSimone Santini enjoys nothing more than a good joke, though he is very serious about winemaking at his small estate, located near the famous town of San Gimignano. Le Calcinaie is one of San Gimignano's youngest wineries. It was founded in 1987 by Santini and in less than no time he transformed it into one of the region's best newcomers. He started with 6 hectares but has now grown to 12 hectares covered with vines. The vines have perfect exposure and are beautifully tended. Classic Vernaccia with good structure, balance and charm is produced here, as well as a great-value Chianti.Vineyard Practices: This winery is certified Organic by ICEA: The Italian Institute for Ethical and Environmental Certification.Farming Practice:Certified Organic";Le Calcinaie Vernaccia San Gimignano;;white;;;2019;;;;Le Calcinaie Vernaccia San Gimignano 2019.jpg;750;14.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Italy;Italy;Vernaccia di San Gimignano;Il Palagione;Il Palagione;Il Palagione is an historic farmstead dating back to 1594, set along the scenic road connecting San Gimignano to Volterra.The peculiar high position of the structure, set among old vineyards and olive groves, offers to the tourist an appealing overlook on the surrounding valley, including a view of San Gimignano.The family-run business and the strictly organic production of Tuscan Excellencies like Vernaccia di San Gimignano and Chianti dei Colli Senesi as well as the extra virgin olive oil are our most authentic business card.;Hydra Vernaccia;;white;;;2019;;;;Il Palagione Hydra Vernaccia 2019.jpg;750;12.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
USA;New York;;Goose Watch;Goose Watch Winery;At Goose Watch Winery, you'll have a truly unforgettable experience from our innovative award-winning wines to the captivating views of Cayuga Lake in our beautifully restored tasting room.  Specializing in some of the more uncommon wines such as our Riesling-Gewürztraminer and Viognier to our acclaimed Chambourcin and Lemberger as well as traditional favorites such as Pinot Grigio and Cabernet Sauvignon. Goose Watch is sure to introduce and impress you with new flavors of the Finger Lakes.  Feel free to join us by boat, bus or car and enjoy our spacious grounds and picnic facilities;Melody;;white;;;2019;;;;Goose Watch Melody 2019.jpg;750;7.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
New Zealand;New Zealand;;Villa Maria;Villa Maria;New Zealand's Most Awarded Winery for over 30 years.The Villa Maria experience is one of absolute passion. It was founded in 1961 by George Fistonich, who remains the sole owner and Managing Director. Renowned for his entrepreneurial talent, determination and vision, Fistonich has led the company to become New Zealand's most awarded winery. This achievement is the result of a commitment and dedication to quality and innovation at all stages of the grapegrowing and winemaking process.Named one of the World's 50 Great Wine Producers (Wine Spectator)Twice named as New Zealand Wine Producer of the Year (International Wine & Spirits Challenge UK)George Fistonich named as one of the most prominent figures in the wine industry (Wine International Magazine UK)George Fistonich awarded the title of Distinguished Companion of the New Zealand Order of Merits, for his commitment to winemaking.New World Winery of the Year (Wine Enthusiast Magazine);Bubbly Sauvignon Blanc;;white;Sauvignon Blanc;;2019;;;;Villa Maria Bubbly Sauvignon Blanc 2019.jpg;750;13.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
New Zealand;New Zealand;Canterbury;Mt. Beautiful;Mt. Beautiful Vineyards;"Scholar Entrepreneur, and New Zealand native David Teece, and his wife Leigh, believe his homeland ""produces some of the best products in the world and aficionados everywhere should have a chance to experience them.""Mt. Beautiful Winery from North Canterbury reflects their passion for New Zealand. By producing elegant, certified-sustainable, estate-grown wines, David and Leigh have found a way to truly encapsulate in the bottle, the climate and the richness of the land. Mt Beautiful is uncompromising in quality and faithful to the terroir.";Mt Beautiful Sauvignon Blanc;;white;Sauvignon Blanc;;2020;;;;Mt Beautiful Sauvignon Blanc 2020.jpg;750;13.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
New Zealand;New Zealand;Marlborough;Huia;Huia Wines;Hollywood actor, Cameron Diaz, recently dipped her toe in the wine industry by launching a wine label that differentiates itself through the concept of being 'clean'. What that means is, the wine is void of any synthetic chemicals like pesticides and herbicides and any additives that would usually be introduced during the winemaking process.You know what? We're behind her 100%!Although we can see the appeal, we don't use the term 'clean' for wines that are made naturally and that don't use any chemicals. We prefer 'certified organic'. It shows we've had an independent body identify that we do what we say we do. At its heart, organic winemaking is about being able to work a farm without relying on chemical intervention. All our wines are also vegan suitable. We prefer to let time and gravity 'fine' our wines to provide clarity and ensure they arrive with you tasting the best.To be honest, making organic wine is a bloody dirty business! It requires a breath of knowledge and constant learning about how the land responds to changing seasons, drought or floods, frosts or bugs. It's labour intensive and hands-on and that's not just at harvest time. Anyone who has pruned a vine in the middle of Winter in close to zero temperatures can attest to that!We call this piece of land we live and work on ours, but we really know it won't be ours for long in the grand scheme of things. Even now we share it with a lot of other living things that deserve a harmonious existence. There is no place for chemicals at Huia and no place for animal by-products in our wine.So we just wanted to say, cheers to Cameron for using her profile to shine a light on the other side of winemaking. We're chiming in to say: we grow our grapes and make our wines and we do it organically, without using any chemicals. We get our hands very dirty!Huia wines are certified organic, suitable for vegans and made using minimal sulphur additions. That all sounds serious and truthfully, we are serious about that side of the biz. However, when it comes to drinking the stuff, we're not so serious at all and as long as there's a platter of good nosh on the table and good mates around it, then we're sitting in our happy place.To support more organic farmers learn about our fellow members of MANA Winegrowers and why not try a bottle? It's pretty darn delicious you know!;Hunky Dory Sauvignon Blanc;;white;Sauvignon Blanc;;2020;;;;Hunky Dory Sauvignon Blanc 2020.jpg;750;11.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
New Zealand;New Zealand;Marlborough;Marisco;Marisco Vineyards;Marisco was selected as the New Zealand winery of the year in 2011 by the IWSC in London. The Marris family are descendants of William de Marisco (approximately 1100 AD), who was said to be one of the 35 illegitimate children of King Henry the First. They are pioneers in the wine industry of the Marlborough wine region.Their vineyard is located on the banks of the Waihopai River and on the Southern side of the Wairau Valley. The Waihopai River runs the length of their 268 ha vineyard and not only provides a picturesque boundary but its ancient river shingles are an essential part of the vineyard's terroir. This location consistently enjoys warmer daytime temperatures and lower rainfall than areas to the North. These daytime temperatures, followed by cool nights, encourage intense flavor development which is the hallmark of Marlborough wine. In February 2009 they broke ground on a new 6,000 ton state of the art winery, and the 2010 vintage was the first crush in the new facility.Marisco produces three brands, Fernlands, The Ned and The Kings Series. Fernlands is the newest of the wines produced by Marisco. The fruit is all estate grown. The Ned was launched in 2006 and is named after one of the tallest, most rugged peaks to the southeast of their vineyard. In October 2009 they launched The Kings Series range, a celebration of their family heritage dating back to the 12th Century.  Each wine in the range tells a story about their ancestors, the de Mariscos, and their tempestuous relationship with the English monarchy.;Vineyards Fernlands Sauvignon Blanc;;white;Sauvignon Blanc;;2020;;;;Marisco Vineyards Fernlands Sauvignon Blanc 2020.jpg;750;9.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
New Zealand;New Zealand;Marlborough;Nautilus;Nautilus Wines;;Sauvignon Blanc;;white;Sauvignon Blanc;;2020;;;;Nautilus Sauvignon Blanc 2020.jpg;750;12.45;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
New Zealand;New Zealand;Marlborough;Zephyr;Zephyr Wines;The Glover family were one of the first to plant grapes on their farm in Marlborough's Dillon's Point sub-region in 1988. Nineteen years later, led by eldest son Ben, the family launched Zephyr, a range of single vineyard wines from the farm. The name Zephyr means 'a gentle breeze'. Inspired by the prevailing wind that moderates their vineyards, it is the perfect fit for the Glover family. Never still, always on the go, always innovating and planning their next move on the farm, in the wines and with the family.The family farm runs alongside Marlborough's Opawa River and over four generations was home to a successful dairy operation. Owen Glover dedicated much of his life to developing a revered pedigree Friesian herd. But after realising his four children had no interest in getting up at 5:00am to milk cows, Owen and Wendy looked over the fence. Inspired by the pioneering efforts of some other Marlborough mavericks, they opted to swap out milk for wine, selling the herd and converting the paddocks to vineyard. They had a feeling their Dillon's Point land had the potential to produce world class wine, and this new venture might mean an end to early mornings.Today, rows of Chardonnay, Gewurztraminer, Riesling, Pinot Gris, Pinot Noir and Sauvignon Blanc have thrived in the fertile loam soils that provide Zephyr wines with lively aromatics, great depth of flavour and excellent structural longevity.Zephyr wines are made in Ben's trademark expressive style, elegant with personality. Ben has spent more than two decades making wine for some of New Zealand's top brands, earning a reputation as one of the most talented and respected winemakers in the business.;Wines Agent Orange Wine;;white;;;2020;;;;Zephyr Wines Agent Orange Wine 2020.jpg;750;19.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Portugal;Estremadura - Lisboa;Estremadura - Lisboa;Vinho Leve;Vinho Leve;;Alta Onda White 2017 1.0L;;white;;;0000;;;;Vinho Leve Alta Onda White 2017 1.0L.jpg;1000;7.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Portugal;Portugal;Vinho Verde;Anselmo Mendes;Anselmo Mendes;"Anselmo Mendes is, simply put, one of Portugal's most revered winemakers. A native son of Monção (which, along with neighboring Melgaço, where his cellar is located, is one of the top Alvarinho crus in the country), he hails from an agricultural family that, like most in the area, dabbled in wine for household production. It wasn't until after university studies in agronomy that he began to specialize in wine, studying in both Portugal and France and enjoying a rapidly rising star as one of the most sought-after consulting winemakers in Portugal.In 1998, he finally struck out on his own, producing his first own-label wines from rented grapes in the Monção e Melgaço zone, and his (at that time highly unusual) focus on a bone-dry, mineral, serious, no-fizz style rocketed him to the top of the list as Winemaker of the Year in the Revista de Vinhos, Portugal's chief domestic wine publication. (He has since repeated that accolade.) It was then that he also garnered the charming nickname with which he is still associated today -- ""Mr. Alvarinho"". And indeed, his skill with this grape puts him into any conversation about the best producers in the Vinho Verde demarcated zone, though that skill is supplied no longer by rented vines but one of the most significant estate holdings of Alvarinho in the area.But Mr. Alvarinho is dedicated to exploring multiple facets of this very far-from-monolithic appellation, and over the last couple decades has extended his masterful touch to encompass both Loureiro from the Lima Valley (just south of Monção and Melgaço) and Avesso from Baião (even farther south, in the lower Douro valley but still in the Vinho Verde zone). His Muros Antigos (""ancient walls"") line is a fascinating parallel exploration of all these terroirs and varieties from a relatively neutral and hands-off winemaking perspective. If Alvarinho is the most citric and bracing (as well as the most famous), Loureiro is slightly broader, more textural, and headily aromatic. Avesso, meanwhile, the least well-known (but best-regarded locally after the other two varieties) produces wines with the most heft and structure, which makes it a compelling blending partner in the Escolha bottling.The Muros Antigos wines are all unoaked and see long, slow fermentations at low temperature with indigenous yeasts. The lees contact is relatively short– around four months– making for crisp, lively wines that, while demonstrating some of the best quality/price rapport in the region, nonetheless bring a serious amount of concentration and varietal character to the the table, all in the fizz-free, bone-dry idiom Anselmo helped pioneer. (And the Alvarinho in particular will age, too– a recently-tasted 2012 was showing beautifully complex– Chablisian, even– evolution while staying fresh as a daisy.)";Muros Antigos Albarinho;;white;;;2020;;;;Anselmo Mendes Muros Antigos Albarinho 2020.jpg;750;14.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Spain;Spain;Freixenet;Freixenet;"The roots of Freixenet run deep, entwined in the Penedès region of northeast Spain and in the history of two of its most prominent wine families.16th Century – The Ferrer family establishes La Freixeneda, a winegrowing estate in the Penedès.Mid 19th Century – Francesc Sala marries Josepa Tubella and they settle in her hometown of Sant Sadurní d'Anoia, also in the Penedès. He converts his father in law's barrel-making business into a wine distributor, eventually exporting wines all over the world under the name Casa Sala.Early 20th Century – The youngest son of the Ferrer family, Pedro, marries the only daughter of the Sala family, Dolores, forever uniting two respected wine lineages. Seeing a unique opportunity in sparkling wines, which were not common in Spain at that time, Pedro and Dolores release their first cava in 1914 under the Freixenet label.Early 1930s – Pedro travels to the United States in search of land to build a winery. He establishes an office in New Jersey but, on returning to Spain, he loses his life in the Spanish Civil War, leaving his wife and children to run the winery.1940s – Dolores continues to build the business in the tough post-war era, launching Carta Nevada in 1941. The unique frosted golden bottle goes on to become one of Freixenet's most popular cavas.1950s – Dolores' youngest son, José Ferrer, takes the reins of the family business with the goal of realizing his parents' dreams of introducing Freixenet to the world.1970s – Following the Casa Sala tradition, the family ships the first bottles of Freixenet to the United States. José Ferrer, with a keen intuition, introduces Freixenet Cordon Negro in 1974, a new cava bottled in a radically distinctive dark frosted bottle, which would become known as the ""Black Bottle Bubbly"".1980s – Through the constant efforts of José Ferrer and his sons and nephews, Freixenet becomes the world leader in sparkling wine produced in the traditional method.Today – A century since Freixenet released its first cava in 1914 the company remains 100% family owned, with the fourth generation now entering the business, ready to celebrate 100 years and many more to come.";Mia by  White Blend;;white;;;0000;;;;Mia by Freixenet White Blend.jpg;750;8.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Spain;Spain;Freixenet;Freixenet;"The roots of Freixenet run deep, entwined in the Penedès region of northeast Spain and in the history of two of its most prominent wine families.16th Century – The Ferrer family establishes La Freixeneda, a winegrowing estate in the Penedès.Mid 19th Century – Francesc Sala marries Josepa Tubella and they settle in her hometown of Sant Sadurní d'Anoia, also in the Penedès. He converts his father in law's barrel-making business into a wine distributor, eventually exporting wines all over the world under the name Casa Sala.Early 20th Century – The youngest son of the Ferrer family, Pedro, marries the only daughter of the Sala family, Dolores, forever uniting two respected wine lineages. Seeing a unique opportunity in sparkling wines, which were not common in Spain at that time, Pedro and Dolores release their first cava in 1914 under the Freixenet label.Early 1930s – Pedro travels to the United States in search of land to build a winery. He establishes an office in New Jersey but, on returning to Spain, he loses his life in the Spanish Civil War, leaving his wife and children to run the winery.1940s – Dolores continues to build the business in the tough post-war era, launching Carta Nevada in 1941. The unique frosted golden bottle goes on to become one of Freixenet's most popular cavas.1950s – Dolores' youngest son, José Ferrer, takes the reins of the family business with the goal of realizing his parents' dreams of introducing Freixenet to the world.1970s – Following the Casa Sala tradition, the family ships the first bottles of Freixenet to the United States. José Ferrer, with a keen intuition, introduces Freixenet Cordon Negro in 1974, a new cava bottled in a radically distinctive dark frosted bottle, which would become known as the ""Black Bottle Bubbly"".1980s – Through the constant efforts of José Ferrer and his sons and nephews, Freixenet becomes the world leader in sparkling wine produced in the traditional method.Today – A century since Freixenet released its first cava in 1914 the company remains 100% family owned, with the fourth generation now entering the business, ready to celebrate 100 years and many more to come.";Alcohol Free Sparking White;;sparkling;;;0000;;;;Freixenet Alcohol Free Sparking White.jpg;750;8.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Basque Country;Basque Country;Ameztoi;Ameztoi;Just five minutes down the coast from San Sebastian, Ameztoi's Basque Country vineyards overlook the Atlantic Ocean. With 20 hectares of vines in the best location, the Ameztoi family has been making some of the best txakolina in Getaria for seven generations.;Getariako Txakolina;;white;;;2020;;;;Ameztoi Getariako Txakolina 2020.jpg;750;16.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Castilla y Leon;Rioja;Campo Viejo;Campo Viejo Wineries;Campo Viejo has a long and proud history that takes us back to the Roman Empire. However, it has been over the past half century when our name has become synonymous with Rioja wines. From our first vintage – brewed in the former Ortigüela winery in 1959, to the creation of the famous 'Rioja Bottle' in '61 and the unveiling of our state-of-the-art sustainable winery in 2001, we have been at the forefront of Rioja winemaking.;Rioja Tempranillo;;red;;;2019;;;;Campo Viejo Rioja Tempranillo 2019.jpg;750;8.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Castilla y Leon;Rioja;La Rioja Alta;La Rioja Alta;Few dispute that La Rioja Alta S.A. is the leading quality orientated producer in the Rioja. With more than 50,000 casks and 6.4 million bottles stored at any one time, the equivalent of about 8 years sales, La Rioja Alta S.A. is unique in its ability to supply large quantities of fully mature wines of world class quality.The company owns 300 hectares of vineyards in different parts of the best zones of the Rioja Alta region. La Rioja Alta S.A. is specialized in red wines. The leading grape variety is the Tempranillo with small doses of Mazuelo and Graciano. The Vina Ardanza differs from the other wines with some 25% Garnacha in the blend. After vinification in the new ultra modern vinification plant near Haro, aging is in traditional Bordeaux casks, all made from American oak. Racking is by hand every 6 months with 8 teams working full time racking the 51,000 casks. There is no filtration prior to bottling and further long aging in bottle before release.In short the wines are made in the traditional Rioja manner. The company is adamant about not using French oak, keeping the unique Rioja style which has been developed since the end of the 19th century. In spite of the varying amount of time in cask and bottle the wines all display a wonderful rich ruby colour, gorgeous aromas of oak, spices and fruit followed by a sensational feel on the palate, with a wonderful smooth texture, clean rich oaky/fruity flavours and a long lingering finish. All the wines are ready for consumption on release but will keep for many more years in bottle. This situation is almost unique in the world of wine and is the reason why so many restaurants list La Rioja Alta's outstanding range of truly classic Rioja wines.HISTORYThe Bodega was formed in 1890 as a partnership of 5 quality-conscious growers keen to exploit the export potential for well-made, 'modern' Rioja. At this time, French vineyards were ravaged by phylloxera, and connoisseurs were having to look elsewhere for supplies of fine wine. Rioja, with its excellent climate and soils, had already attracted attention, and experiments with Bordeaux-style vinification and barrique-aging were proving very successful. The region's only real disadvantage was its remoteness, cut off from the lucrative markets to the north by the same mountains that ensured its favorable climate. This problem was solved by construction of the rail link to Bilbao, and it is no coincidence that Bodegas La Rioja Alta was established next to the Haro railway station in the same year it opened.In 1904, La Rioja Alta absorbed Bodegas Ardanza, and gained access to some of the finest vineyards in the Rioja Alta district. The luxury 904 bottling commemorates this important milestone in the company's development. Since then Rioja has seen more bad times than good, and many producers have harmed the reputation of the region and its production methods, releasing sloppily-aged wines which were never good enough to support a long time in cask. But La Rioja Alta has never let standards slip, and continues to this day the tradition of careful long-aging that gives Rioja its unique character. These wines offer a wonderfully complex bouquet, rich flavours, a seductively smooth texture, and are all ready to drink on release.Farming Practice:Practicing Organic;Vina Alberdi Rioja Reserva;;red;;;2016;;;;La Rioja Alta Vina Alberdi Rioja Reserva 2016.jpg;750;17.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Castilla y Leon;Rioja;Lopez De Heredia;Lopez De Heredia;"Lopez de Heredia - one of the most venerable producers in Spain– produces traditional, age-worthy Rioja. Their wines are legendary and still made the way they were when the winery was founded over 130 years ago. Following a tradition that has been passed down through generations, their wines are released at least 5-10 years after harvest, which provides added complexity and elegance to their Crianzas and Gran Reservas.A rarity in Rioja, Lopez de Heredia uses only estate bottled fruit from their prized vineyards- Tondonia, Cubillo, Bosconia, and Zaconia- with the idea that the only way to get the best fruit is to care for the vines themselves. The Tondonia vineyard is their most famous; over 100 hectares, it is situated in a shell-shaped depression on the right bank of the river Ebro, where the most typical Rioja wines are grown. The soil is alluvial clay with a high proportion of limestone. Average vine age is 45 years old and organic farming and natural fermentations are implemented, creating wines that exhibit great terroir. Grapes from Viña Tondonia are always used in making their highest quality wines, with truly exceptional vintages becoming Gran Reservas. The first Reserva was bottled by the founder in 1890; a few bottles of this are still kept in the family wine museum.The winery itself is a remarkable structure. When D. Rafael López de Heredia y Landeta began building the bodega in the late 1800's, little did he realise that his masterpiece would one day be acknowledged as an example to the rest of the industry of the most perfect combination of buildings and vineyards. Like many medieval masterpieces it is still incomplete. The buildings stand below and above ground, and are a veritable ""cathedral to wine"".  Moving through the vaulted underground corridors and staircases, you find yourself travelling back in time, and the founder's touch can still be sensed in the very stones and fabric of the building.";Cubillo Crianza;;red;;;2012;;;;Lopez de Heredia Cubillo Crianza 2012.jpg;750;24.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
Spain;Castilla y Leon;Rioja;Palacio Del Burgo;Palacio Del Burgo;;Rioja Tinto;;red;;;2018;;;;Palacio del Burgo Rioja Tinto 2018.jpg;750;10.95;USD;exc;EmpireWine;USA;ecommerce;2021-04-15
